seq,name/first,name/last,age,street,city,state,zip,dollar,pick,date
1274,Franklin,Terry,38,Rekara Lane,Kiwetiji,OK,70515,$6735.66,WHITE,04/08/1901
1275,Teresa,Goodwin,52,Hata Plaza,Ruvsuwa,FL,78415,$2346.21,BLUE,05/16/2065
1276,Evan,Bowers,54,Balup Pike,Ishihus,KY,97576,$657.65,GREEN,08/23/1959
1277,Kyle,Hart,18,Ighe Pike,Cigsijcu,OR,80735,$4710.76,YELLOW,08/16/2014
1278,Warren,Clayton,64,Ossag Avenue,Kidpotzu,CO,78589,$8458.40,WHITE,03/22/1980
1279,Lola,Martin,59,Alpak Heights,Kugraktar,MI,31235,$3035.33,BLUE,12/02/2003
1280,Myra,Ford,32,Ubteg Trail,Taommu,GA,20740,$2245.01,WHITE,02/09/1969
1281,Lula,Mack,26,Hezic Pike,Cipojaw,TX,88111,$3165.44,YELLOW,03/22/2006
1282,Lucinda,Doyle,41,Lafaku Parkway,Hollawjem,NM,61690,$9121.62,BLUE,11/05/2023
1283,Millie,Spencer,35,Anmu Square,Kakasak,VA,26295,$632.52,BLUE,07/07/2034
1284,Virgie,Bradley,55,Fanof Mill,Obripja,KS,83735,$4949.29,WHITE,06/20/1903
1285,Mina,Osborne,21,Ipeohi Pass,Sagfonwap,KS,23680,$3325.50,RED,12/15/1999
1286,Miguel,Johnston,30,Hiwu Parkway,Rovkesew,NH,96718,$1727.30,WHITE,11/07/1913
1287,Oscar,Morris,64,Gohnac Boulevard,Igoseap,SC,08644,$6334.27,GREEN,12/26/2042
1288,Connor,Bridges,29,Wipej Extension,Cawupatu,MT,05893,$4735.82,RED,10/14/2064
1289,Lizzie,Gilbert,52,Neto Lane,Wowezec,IL,07887,$4784.30,RED,01/06/2030
1290,Derrick,Clark,55,Ofasu River,Lavhebow,NM,03326,$5169.85,RED,05/22/1932
1291,Anthony,Burke,55,Jevoj Terrace,Ojigalpo,GA,26545,$3302.47,YELLOW,04/14/2024
1292,Bernice,Scott,44,Teoc Point,Etuozba,WV,60285,$8339.55,BLUE,07/10/2045
1293,Lois,Brock,25,Lohwe Path,Vubizig,WI,79535,$8080.76,WHITE,01/07/1969
1294,Randy,Barber,49,Siew Court,Kutejzu,FL,34500,$7720.14,RED,02/28/2057
1295,Carolyn,Graham,24,Junhoj Extension,Caiputut,GA,80175,$4419.18,WHITE,12/06/1993
1296,Martin,Sandoval,27,Abvi Circle,Rumaflu,CO,10672,$633.19,YELLOW,07/19/1961
1297,Janie,Greer,29,Fafen Pass,Ibizemju,WA,83208,$8997.51,GREEN,09/30/1913
1298,Emma,Daniels,34,Guro Heights,Ficicni,KY,89835,$5825.96,WHITE,12/05/2023
1299,Melvin,Barber,33,Bulle Way,Okuhimlem,NH,28443,$3420.31,GREEN,03/10/2013
1300,Phillip,Sparks,48,Ipuzed Pass,Kogtowaj,PA,41821,$551.17,WHITE,02/26/2022
1301,Luke,Horton,50,Jesec Street,Ahazeja,CO,22289,$5180.50,BLUE,03/29/1946
1302,Ryan,West,45,Jaru Junction,Rakzahzov,MA,28065,$8493.23,BLUE,01/16/2034
1303,Dylan,Welch,44,Lebamo Glen,Siliwafi,NC,62815,$3782.23,BLUE,06/08/1953
1304,Alex,Alvarado,41,Gekva Highway,Weznuguda,DC,72544,$229.05,BLUE,03/19/2044
1305,Mark,Rodriguez,65,Miwac Pike,Zejfoneh,WA,83552,$324.77,WHITE,10/28/1949
1306,Ophelia,Leonard,32,Tiaru Center,Wejuvwem,IL,76840,$5887.84,YELLOW,04/18/1930
1307,Logan,Estrada,51,Ozioku Lane,Holzawhe,VA,91589,$7522.58,BLUE,05/21/2015
1308,Charlotte,Foster,21,Wuvsu Center,Muzvopsi,CA,70498,$6121.29,YELLOW,05/08/1934
1309,Cornelia,Pratt,53,Doeze Plaza,Upenema,SD,30678,$2797.42,BLUE,04/14/1947
1310,Frederick,McCoy,29,Gogmu Highway,Voplakim,OK,87928,$6944.05,RED,06/29/2068
1311,Gordon,Moran,51,Teksaj Path,Bosladi,TX,05350,$7630.13,BLUE,08/21/2002
1312,Leonard,Craig,34,Ermu Road,Navajeh,VT,70094,$5450.83,BLUE,09/23/1993
1313,Ronald,Gutierrez,37,Mesu Manor,Kihufat,NE,01474,$2326.81,BLUE,06/28/1907
1314,Gussie,Anderson,49,Umadeg Boulevard,Lolbemuzo,SD,05030,$7838.50,RED,11/18/2046
1315,Polly,Gray,37,Fafo Park,Bortiihe,WV,95658,$8174.07,GREEN,09/29/1925
1316,Wesley,Freeman,24,Lefe Pass,Opacoan,WY,07389,$4216.04,BLUE,05/02/2054
1317,Catherine,Jenkins,62,Zamu Mill,Dirgizma,TN,70691,$336.34,WHITE,10/28/1931
1318,Marc,Berry,22,Cugnid Boulevard,Amovisa,MS,77311,$7547.62,GREEN,11/27/2023
1319,Albert,Newman,55,Nelkak Center,Taosuezu,PA,94492,$2336.20,BLUE,02/21/2013
1320,Virginia,Little,22,Emra Turnpike,Tafakho,DE,84555,$7946.85,BLUE,04/05/1968
1321,Dylan,McKenzie,55,Wapah View,Vaedvo,KS,94203,$3845.36,GREEN,09/17/1928
1322,James,Conner,20,Line Turnpike,Medrufami,DE,67286,$6606.38,RED,07/21/2013
1323,Antonio,Hogan,33,Rodut Highway,Wahmare,OR,64965,$3257.79,YELLOW,08/28/1990
1324,Rhoda,Lane,46,Miezu Street,Ipuaputu,OR,49892,$5908.68,BLUE,08/13/2070
1325,Martha,Griffin,42,Usavu Loop,Jispolke,CA,55064,$9418.28,BLUE,04/07/1961
1326,Donald,Dunn,24,Ucvo Heights,Dutumofe,SD,51958,$5054.16,GREEN,01/10/1935
1327,Gavin,Potter,51,Gudah Park,Icinofil,MD,26912,$1190.65,YELLOW,07/12/2015
1328,Hilda,Watson,47,Jemu Way,Hahroveg,NV,66626,$1095.86,BLUE,05/05/1905
1329,George,Stevens,54,Dozap Drive,Ducnebob,VA,60461,$8224.68,BLUE,09/29/2022
1330,Phoebe,Jennings,32,Awvaw Point,Gehusce,DE,53360,$4664.14,YELLOW,06/06/2015
1331,Adelaide,Houston,56,Nehiz Lane,Peumbir,AK,68734,$8562.91,BLUE,12/22/1999
1332,Evelyn,Carpenter,59,Edomah Key,Tasjeccu,NY,32931,$2537.65,RED,08/01/1912
1333,Andre,Nash,54,Roez Boulevard,Ojikine,RI,25947,$4755.67,RED,06/24/2035
1334,Mayme,Nguyen,36,Ridoz Mill,Zafospi,NJ,03332,$9282.12,WHITE,03/29/1930
1335,Ruth,Dennis,54,Feti Drive,Favikuh,OR,16625,$1711.29,GREEN,04/13/1915
1336,Mae,Wells,59,Riut Street,Horbagiso,AK,43948,$561.02,YELLOW,07/14/2036
1337,Jimmy,Olson,21,Nahu Loop,Hucusled,MT,36971,$1765.83,YELLOW,07/01/1920
1338,Milton,Webster,27,Esifo Highway,Epcumo,MN,40947,$2731.55,WHITE,03/11/1922
1339,Clayton,Romero,41,Dipeh Terrace,Lobzabo,SD,52523,$9097.24,WHITE,06/25/2005
1340,Brent,Little,64,Ugode Highway,Jupkujlu,IL,51651,$4440.24,GREEN,06/14/1975
1341,Willie,Lindsey,40,Pusme Point,Tovajoj,AZ,81578,$382.89,WHITE,10/04/1920
1342,Arthur,Lynch,36,Ajsat Avenue,Ginoif,KS,54209,$9550.62,YELLOW,08/18/2018
1343,Francis,Martinez,19,Walela Lane,Joffovo,NJ,26247,$3596.16,RED,12/26/1938
1344,Victor,George,32,Pokloc Drive,Neckaila,AR,72965,$7089.58,WHITE,04/23/1933
1345,Jesse,Nelson,20,Sefbo Pass,Jopedju,VT,47339,$2918.03,WHITE,12/13/2061
1346,Roy,Potter,57,Timceb Park,Suwucek,GA,74846,$9385.32,RED,05/16/1905
1347,Abbie,Warner,40,Hiun Street,Nenevteg,CT,11071,$8384.54,RED,01/30/1970
1348,Eula,Caldwell,32,Jalpom Court,Waowbe,GA,51502,$9725.73,WHITE,04/22/1913
1349,Georgia,Stevens,57,Kega Drive,Wecuhbu,MI,47567,$836.73,YELLOW,06/27/2019
1350,Paul,Tyler,20,Beldev Circle,Zedisde,WI,41281,$1132.20,RED,07/19/1945
1351,Edwin,Sharp,29,Vajic Trail,Sujolci,VA,22840,$387.75,YELLOW,02/16/1918
1352,Clyde,Wilson,53,Roaf Manor,Kiupkeg,CO,39201,$1687.82,YELLOW,11/25/1964
1353,Dustin,Mullins,35,Baffa Heights,Reivpas,MD,43317,$4746.05,GREEN,10/01/1913
1354,Lida,Caldwell,45,Macvad Point,Kunavkac,CT,39372,$8260.54,WHITE,09/11/1998
1355,Theodore,Ross,48,Hiwa Lane,Cojdioru,TN,94549,$6962.46,RED,10/07/2037
1356,Miguel,Norris,27,Mahu Place,Inuwufo,OH,00183,$2170.84,RED,06/03/1983
1357,Ivan,Bass,25,Kagun Plaza,Wazozmo,NE,60414,$8919.05,GREEN,02/27/2039
1358,Allen,Thomas,22,Oknik Terrace,Wofufomu,SD,67525,$4648.56,GREEN,09/11/1902
1359,Devin,Reyes,64,Sezkec River,Ijripud,ND,27760,$8606.70,GREEN,07/17/2029
1360,Augusta,Moss,49,Imak Boulevard,Norimza,SD,48862,$8334.46,WHITE,03/14/1908
1361,Olga,Snyder,58,Nodah Drive,Tizevek,NH,40551,$6594.64,GREEN,03/16/1966
1362,Harold,Rowe,49,Vosat Way,Helenaw,FL,37995,$8563.95,YELLOW,02/18/1948
1363,Dorothy,Gilbert,23,Tebom Trail,Ahimujul,SC,16176,$2341.45,GREEN,01/14/1968
1364,Della,Mendez,63,Tihe Way,Vonhemjuj,WI,28324,$242.14,YELLOW,05/18/1952
1365,Marian,Silva,38,Viwvi Point,Awceam,SC,25147,$7398.52,YELLOW,05/11/1998
1366,Tony,Nichols,23,Jage Circle,Cizdefo,AZ,04674,$5227.70,BLUE,08/14/1949
1367,Alma,Bowers,18,Somu Trail,Wiubnuh,MD,79849,$1407.35,RED,07/07/1925
1368,Lida,Hardy,53,Vipza Trail,Wokiim,MT,18074,$1469.98,RED,06/22/2053
1369,Tillie,Huff,44,Raugo Highway,Vaktagmi,GA,13498,$5253.67,YELLOW,06/16/2046
1370,Landon,McGee,22,Hanud Park,Junguvir,SD,11219,$6840.53,BLUE,03/05/2038
1371,Gary,Mills,45,Himgig Avenue,Wohrunver,VA,10291,$9189.79,GREEN,09/11/2028
1372,Eula,Lopez,52,Uplec Trail,Zigamo,ND,68539,$9738.99,YELLOW,03/20/2062
1373,Warren,Terry,36,Upovo View,Epituwu,WY,09705,$5567.53,WHITE,10/18/2057
1374,Kevin,Mendoza,52,Gilme Glen,Zurrazug,CT,45888,$1344.03,RED,10/28/1986
1375,Christian,Curtis,58,Epuise View,Abuneci,WV,75508,$3001.25,BLUE,08/08/1908
1376,Lily,Christensen,48,Vasno Parkway,Peginfaj,SC,19615,$4974.26,RED,12/07/1920
1377,Eva,Cannon,61,Vured Road,Joscuov,WV,77047,$3445.85,BLUE,06/28/2025
1378,Edna,Figueroa,30,Debir Plaza,Zobajwo,WV,96372,$6842.71,BLUE,09/26/1953
1379,Elnora,Frank,22,Fotoz Parkway,Pokliehi,HI,94044,$3304.88,GREEN,10/02/2010
1380,Dean,Schwartz,31,Fimi View,Biratu,OR,41065,$1925.02,RED,12/24/1921
1381,Shawn,Cox,61,Hicbug Circle,Jokogow,WY,46617,$7221.53,WHITE,06/21/1927
1382,Bertha,Hodges,39,Jenbi Place,Ahojivoc,PA,23293,$4420.04,BLUE,11/05/2025
1383,Alex,Boyd,32,Kinu Pike,Huzzovi,WA,61155,$5398.07,YELLOW,09/23/1929
1384,Addie,Clarke,35,Sihud Heights,Bikovzig,HI,84358,$5815.61,BLUE,08/09/1911
1385,Mildred,Rios,65,Azut Junction,Ognoce,ME,98960,$6657.80,WHITE,12/19/2024
1386,Maurice,Logan,65,Towfi Trail,Holletur,UT,04393,$8155.09,WHITE,08/22/1993
1387,Joseph,Phillips,19,Asina Parkway,Nachugzo,IA,62548,$7974.95,WHITE,05/06/1970
1388,Randy,Robbins,21,Nivtem Pass,Besvebdaf,DE,68871,$1376.73,GREEN,02/17/2061
1389,Harold,Wolfe,21,Robsir Point,Hirzimsac,AL,42455,$9828.06,WHITE,09/28/2003
1390,Gilbert,Jacobs,21,Lahra River,Mahattiw,MD,30784,$4039.87,RED,05/23/2011
1391,Elva,Pope,24,Zeedi Avenue,Ruhhija,AK,16391,$8635.55,BLUE,09/24/2016
1392,Samuel,Sandoval,56,Wani Turnpike,Todudwe,TN,57968,$587.89,YELLOW,07/17/2067
1393,Jeanette,Santos,46,Mole Trail,Fazdodid,FL,02799,$2470.60,BLUE,03/06/2030
1394,Martha,Bass,47,Labsi Lane,Izwezla,NV,68893,$4924.34,GREEN,05/21/2038
1395,Hallie,Barnes,41,Kezle Heights,Mefoave,TN,39184,$7129.23,BLUE,05/18/2055
1396,Dennis,Hudson,54,Neuku Mill,Ihesito,NV,25897,$4329.88,BLUE,08/22/1959
1397,Ina,Reyes,41,Jaiki Junction,Veftevu,IL,54215,$391.63,GREEN,09/11/2062
1398,Edna,Cortez,51,Bebow Grove,Vimnujuw,MD,22737,$4556.21,WHITE,02/17/1966
1399,Cecilia,Tran,59,Luwu Turnpike,Zuvsara,DC,55735,$8232.90,YELLOW,04/28/1983
1400,Derrick,Burns,18,Gapo Road,Almawi,IA,02627,$6012.97,RED,05/13/1974
1401,Daniel,Dawson,62,Evupu Extension,Cokjorpud,VA,11958,$819.53,BLUE,06/07/1900
1402,Cole,Rogers,47,Gothi Lane,Uzefefa,DE,37495,$2039.34,GREEN,05/26/1948
1403,Hulda,Manning,49,Edvi Manor,Tuihlef,UT,77833,$1584.44,RED,04/16/2034
1404,Willie,Francis,51,Rosvi Parkway,Gudadwak,CA,52764,$3986.97,GREEN,04/30/1912
1405,Trevor,Walters,46,Jujje Way,Oznagnug,TN,40293,$5025.34,RED,08/29/2025
1406,Justin,Carpenter,39,Huhzic Park,Hodakte,OR,00306,$4947.98,YELLOW,12/07/2043
1407,Nannie,Fuller,61,Rolud Grove,Vegdude,MA,23369,$1286.08,BLUE,06/29/2044
1408,Josie,Watson,24,Rajco Point,Ogotijlub,IA,18213,$2318.03,YELLOW,05/14/2044
1409,Landon,Casey,52,Seoki Drive,Vefjuwin,MO,58336,$9079.29,RED,11/02/2037
1410,Isaac,Logan,57,Lulnid Way,Gusebe,ND,13993,$2447.85,BLUE,02/19/1916
1411,Margaret,Barrett,18,Wuvir Park,Mobeez,LA,53783,$5152.75,BLUE,11/17/2028
1412,Hulda,Graham,28,Enhu Path,Teguazo,GA,41617,$5886.83,GREEN,06/29/2024
1413,Claudia,Gray,54,Ufso Drive,Mucusfaz,HI,36556,$7750.14,WHITE,08/06/1926
1414,Craig,Lowe,39,Jetren Pass,Idoejruw,OH,83340,$2416.56,YELLOW,04/25/1929
1415,Joel,Marshall,28,Gelur Point,Laehhe,NY,52543,$6161.75,YELLOW,02/15/1997
1416,Calvin,McGee,49,Resot Pike,Vekiga,GA,28576,$6639.90,WHITE,03/16/2061
1417,Bruce,Bush,37,Avedib Parkway,Enumoco,IL,04582,$2402.84,WHITE,08/18/1932
1418,Leonard,Reid,54,Sijajo Circle,Otudus,NY,26914,$6284.32,BLUE,07/23/2051
1419,Lucy,Underwood,48,Iwatuz Highway,Piglino,MN,11654,$6111.69,BLUE,08/05/2030
1420,Ronald,Hammond,56,Zozal Path,Lofiri,TX,45557,$9503.62,GREEN,10/21/2032
1421,Irene,Scott,45,Zenkag Key,Pucdool,IL,94942,$4696.22,YELLOW,02/21/1901
1422,Russell,Blake,27,Simu Junction,Rovucvol,UT,82533,$8542.63,GREEN,07/06/2050
1423,Joshua,Copeland,52,Ufihim Court,Idtolag,AZ,54479,$6891.38,BLUE,06/05/1981
1424,Georgia,Burgess,61,Nicki Road,Ajjelbuj,NM,63449,$4972.84,BLUE,09/16/1977
1425,Sophie,Reynolds,20,Citaw Road,Jihuwlid,ND,07362,$2827.23,RED,06/30/1922
1426,Jason,Gilbert,33,Utcen Pass,Catecame,CO,27910,$3727.05,BLUE,06/23/2053
1427,Russell,Ray,51,Hiib Terrace,Tuseta,ID,35295,$7741.17,RED,05/20/1966
1428,Zachary,Maxwell,60,Kahom Circle,Omfeuv,CT,03797,$6807.08,YELLOW,06/21/1952
1429,Lula,Sparks,34,Gavaw View,Gutgiwsub,OR,00475,$631.01,WHITE,06/19/1989
1430,Alta,Moss,44,Pagi Court,Dihorab,NH,60502,$2223.81,WHITE,10/05/1920
1431,Francis,Anderson,22,Sotrel Pass,Wejrutur,NE,22702,$4642.67,WHITE,05/21/1970
1432,Dylan,Christensen,26,Opime Loop,Pisbole,OR,25853,$2521.78,WHITE,01/19/2045
1433,Katie,Perez,29,Bicef Court,Nitwave,NH,48786,$6610.83,GREEN,05/24/1915
1434,Sara,Holt,40,Cerib Terrace,Toguzbuw,NV,49146,$6703.74,RED,09/01/1922
1435,Roy,Dennis,42,Lapif Plaza,Kigetpu,IL,18681,$8354.00,YELLOW,08/31/1956
1436,Jessie,Graves,65,Jopro Avenue,Dupjesgo,WI,27659,$131.32,GREEN,08/29/1946
1437,Terry,Clark,63,Saamu Turnpike,Nardefo,NY,91563,$3225.89,BLUE,09/25/1907
1438,Max,Santos,64,Mobna Circle,Vurfimsi,NJ,01414,$1946.34,WHITE,03/17/1993
1439,Martin,Ward,59,Akjon Court,Ojmilned,NV,07757,$9805.06,YELLOW,07/25/1958
1440,Micheal,Arnold,55,Ihadu Way,Zosigomi,SC,37734,$2362.10,WHITE,07/28/1973
1441,Georgie,Ramos,24,Ohiig Turnpike,Tamuep,NV,88121,$2457.00,GREEN,08/01/1984
1442,Gabriel,Morton,25,Disko Pike,Hevuik,WV,33786,$6857.81,YELLOW,03/23/2025
1443,Leona,Jackson,60,Lemzu Pike,Mukuppu,TX,34185,$6057.79,BLUE,06/24/2001
1444,Lee,McBride,47,Rami Loop,Hatcutow,MO,18102,$6999.13,BLUE,10/16/1933
1445,Benjamin,Sparks,18,Weip Plaza,Zowzomrut,MD,68319,$3424.18,WHITE,02/05/1983
1446,Jane,Atkins,33,Hire Trail,Fipderzi,OK,82180,$440.94,BLUE,10/25/1928
1447,Verna,Gregory,47,Ojowub Drive,Buvhenit,KY,01269,$4541.00,RED,10/22/2016
1448,Jeffery,Powers,62,Poaku Way,Omuredte,NH,94132,$2803.62,BLUE,07/23/1956
1449,Frances,Gill,60,Icene Mill,Vejlokju,GA,48480,$7404.43,GREEN,10/15/1913
1450,Brett,Lawrence,53,Utita Manor,Zizoduf,GA,88497,$2517.07,WHITE,07/21/1922
1451,Lizzie,Newton,39,Ihdiv Heights,Kahfoon,MA,16711,$7939.72,GREEN,10/11/1955
1452,Gertrude,Berry,28,Hamo Boulevard,Ogogze,MN,47558,$6101.15,GREEN,05/28/2019
1453,Rena,Woods,33,Cibsus Pass,Empolhij,MD,68638,$305.74,GREEN,02/03/1934
1454,Emily,Oliver,27,Efciz Parkway,Remidipiz,MA,77958,$3246.28,WHITE,05/10/2051
1455,Theodore,Burton,33,Kigpo Mill,Utehafpug,AZ,19091,$9504.72,YELLOW,05/11/1991
1456,Clayton,Daniel,58,Irede Court,Ancudew,NJ,32171,$4602.64,BLUE,01/05/2043
1457,Alma,Harrington,31,Kafa Center,Wamepib,KY,37535,$9901.21,YELLOW,02/08/1919
1458,Blanche,Moss,59,Mave Pass,Idoutewo,GA,29299,$209.41,GREEN,04/29/1971
1459,Adam,Pena,54,Bozori Plaza,Mudberan,IN,63265,$9773.01,GREEN,12/19/2000
1460,Cecelia,Harmon,41,Viofa Lane,Iwdajic,ID,00052,$1832.91,YELLOW,04/02/2005
1461,Johanna,Nelson,53,Sanla Key,Neohfa,RI,97179,$5197.43,YELLOW,03/08/2006
1462,Nicholas,Flowers,25,Mumi Glen,Bemfovu,NH,70517,$6475.47,GREEN,10/16/1966
1463,Joseph,Rice,39,Wusjew Plaza,Fedudo,DC,19988,$5728.17,WHITE,08/28/2065
1464,Essie,Sharp,35,Vesar Way,Farusfil,OH,72004,$9269.62,BLUE,11/27/2000
1465,Melvin,Briggs,59,Gedos Turnpike,Camauf,GA,11089,$5024.56,BLUE,05/22/1966
1466,Elsie,Burgess,33,Lobwe Park,Tawcaeme,NE,53927,$4404.46,WHITE,12/13/1968
1467,Charlotte,Perez,61,Seso Glen,Iwfeju,NM,90024,$3093.83,BLUE,08/07/2031
1468,Olga,Hamilton,38,Otomu Key,Jokzorni,ME,79126,$7855.34,BLUE,05/26/1961
1469,Bernice,Austin,39,Fugli Junction,Ilemapen,WI,85596,$3803.36,YELLOW,02/03/2067
1470,Gavin,Ray,51,Alub Street,Kufise,MN,89388,$1742.25,GREEN,06/05/1904
1471,Gertrude,Dunn,43,Tibzis Pike,Janduim,MN,36120,$6502.62,WHITE,05/13/2003
1472,Louis,Hopkins,32,Nusi Key,Kadwovdu,NV,30412,$3466.76,RED,12/06/2045
1473,Bill,Copeland,55,Juzon Parkway,Nircisnog,WA,44353,$7969.98,YELLOW,05/18/1994
1474,Oscar,Schmidt,29,Nowod Glen,Kazuhe,AZ,21547,$581.83,YELLOW,12/24/2039
1475,Adam,Watkins,34,Pezuf Way,Tirriih,AK,54891,$3303.10,BLUE,01/25/2064
1476,Rosa,Logan,54,Jara Pike,Gofupek,FL,43156,$9405.95,WHITE,07/13/1912
1477,Lily,Ramirez,47,Ketmu Lane,Ehwefrac,TN,39035,$4341.89,RED,10/20/1935
1478,Violet,Fernandez,35,Vuem Heights,Imaodko,MT,60540,$1997.59,BLUE,07/25/2004
1479,Ola,Martinez,55,Lucu Junction,Rajaon,KS,39314,$5821.60,RED,01/18/2035
1480,Marian,Myers,20,Hukipo Glen,Wibagfi,WY,42978,$4339.11,RED,06/09/1983
1481,Marc,Wade,60,Osneg Street,Tikdala,NC,48342,$1261.38,YELLOW,09/28/1936
1482,Sam,Graves,39,Eheki Road,Zugnaci,NC,04820,$3507.93,RED,08/12/2036
1483,Hettie,Steele,63,Ocwa Boulevard,Sezudni,NV,44114,$8829.30,GREEN,06/10/1932
1484,Mayme,Andrews,58,Midit Road,Vohoha,NY,40115,$745.71,YELLOW,04/19/2042
1485,Lenora,Andrews,19,Tiwzet Parkway,Afaezemij,CO,01154,$9821.71,BLUE,03/02/2058
1486,Gertrude,Medina,37,Salal Street,Gotjefwi,WA,34548,$5086.63,BLUE,07/16/1963
1487,Norman,Payne,54,Ojdil Junction,Osaedwih,PA,02966,$5555.84,YELLOW,05/13/1948
1488,Floyd,Gill,24,Hobe Way,Goluel,UT,57722,$5100.74,WHITE,07/17/1933
1489,Verna,Romero,29,Jidgo Way,Doawikum,LA,78324,$8960.50,GREEN,08/23/1900
1490,Delia,Bradley,62,Derbu River,Laocowi,MT,26343,$2598.48,GREEN,06/04/1970
1491,Connor,Knight,60,Moezi Center,Ebemtan,WV,53800,$3800.94,YELLOW,04/25/2033
1492,Steven,Anderson,44,Wetad Way,Mobwavo,TX,18536,$5448.17,WHITE,03/07/1937
1493,Jon,Johnston,18,Cida View,Uwesukihe,CO,77222,$2875.33,RED,07/17/1995
1494,Chad,West,55,Jacled Plaza,Cocattog,ME,57016,$9157.91,BLUE,11/13/2066
1495,Norman,Lucas,22,Vivdo Park,Tizuijo,SC,24109,$1404.95,RED,06/21/1955
1496,Hallie,McDonald,48,Ehuwu Road,Idideece,TX,77518,$7405.05,GREEN,07/11/2043
1497,Frank,Cohen,39,Cizna Court,Ufrewdod,DE,12962,$7524.25,YELLOW,07/12/2022
1498,Frederick,Howard,42,Zuwju Extension,Ibjolet,WV,17166,$3923.82,YELLOW,07/02/1942
1499,Frances,Underwood,53,Pahile Highway,Etegiwaf,NH,86054,$3091.44,BLUE,10/16/2062
1500,Johanna,Burns,28,Obefuj Street,Wasusir,WA,62041,$5845.64,RED,06/26/1909
1501,Ann,Reese,54,Gufsor Heights,Raawofac,VT,68086,$71.94,RED,02/28/2005
1502,Terry,Rodriguez,57,Ahgu Pass,Conofaok,NV,51654,$7028.63,RED,05/26/2003
1503,Mildred,Cohen,24,Onic Loop,Lakpawsu,NV,85457,$5495.97,BLUE,07/27/1940
1504,Jared,Benson,27,Tubi Turnpike,Delenoh,OK,86409,$4348.05,YELLOW,12/16/1996
1505,Bradley,Cross,43,Fuan Street,Fofjojne,DE,52093,$3903.99,YELLOW,12/11/1992
1506,Glenn,Flores,55,Futur Junction,Ilegefuc,NJ,93962,$6646.25,YELLOW,11/19/1947
1507,Katie,Schneider,28,Urze Street,Viwzota,WA,57307,$3239.64,BLUE,09/02/2066
1508,Leon,Burton,53,Cezi Junction,Afajojto,OH,46781,$1128.33,BLUE,03/05/1955
1509,Nina,Buchanan,60,Lomge Point,Muvihej,DE,94475,$3430.25,YELLOW,11/06/1903
1510,Ryan,Bradley,42,Nidoh Turnpike,Niocliv,KS,44883,$9902.80,WHITE,04/21/2038
1511,Rosalie,Fox,36,Notak Manor,Mapsekzu,OH,65768,$8964.88,YELLOW,05/18/1970
1512,Robert,Holland,22,Sorki Path,Raipuno,OK,27876,$8346.86,WHITE,12/31/1963
1513,Millie,Cannon,42,Tiiv Road,Fihubujun,GA,54698,$2025.01,YELLOW,10/31/2065
1514,Johanna,Pope,62,Gala Mill,Etbopo,GA,91440,$3480.03,RED,05/15/1936
1515,Joseph,French,31,Lovop Lane,Nupsoteh,LA,17827,$2184.76,YELLOW,04/15/1921
1516,Vincent,Russell,41,Sipim Avenue,Lihomha,WY,04559,$8559.96,BLUE,07/08/1992
1517,Lewis,Castro,43,Hucoj Way,Voatle,ND,23962,$2030.89,GREEN,02/24/2013
1518,Ellen,Myers,24,Tefcuk Terrace,Duglubsav,FL,19678,$5798.87,YELLOW,04/24/1930
1519,Lewis,Warren,46,Dutpak Court,Relmuwon,GA,76260,$3643.94,YELLOW,09/13/2070
1520,Ruby,Snyder,37,Ewvij River,Hicalzo,MI,32854,$3558.66,RED,03/05/1945
1521,Lee,Howell,45,Emuti Trail,Mocsurku,MA,34947,$8134.69,RED,07/18/2067
1522,Flora,Schmidt,27,Biwus Center,Kacakun,NH,58978,$1319.64,BLUE,08/29/1932
1523,Estelle,Hammond,18,Reka Plaza,Givujef,MO,87550,$2907.62,WHITE,05/10/2056
1524,Earl,Lowe,22,Sopo Path,Dawcouju,IN,98724,$2125.94,BLUE,07/19/2034
1525,Herman,Norton,56,Womfow Road,Cesohke,OK,32955,$8554.43,GREEN,04/21/1908
1526,Lillian,Mullins,56,Vaif Grove,Jemvelid,NC,70847,$7555.21,RED,06/30/2042
1527,Jesus,Erickson,36,Vozo Place,Zecoluf,CA,10147,$1721.61,RED,11/03/2045
1528,Don,Richardson,48,Biwab Way,Rocibe,NJ,60198,$4393.75,WHITE,04/17/1910
1529,Jose,Thompson,25,Uluzu Lane,Pafuore,AK,74423,$3055.40,GREEN,11/18/1935
1530,Leroy,Torres,25,Lugse Mill,Emjikzik,MT,16021,$8815.51,BLUE,01/15/2018
1531,Georgie,Burton,62,Cogun Grove,Aticeki,WA,47164,$5680.89,GREEN,07/31/2055
1532,Terry,Lyons,30,Woba Drive,Comtepzu,AK,69950,$6962.87,WHITE,09/23/1910
1533,Walter,Love,65,Eleati Turnpike,Jevizaj,DC,85403,$4632.20,RED,02/12/2047
1534,Leona,Ruiz,46,Jawow Square,Jigobro,AL,88271,$7161.28,GREEN,03/30/1916
1535,Adam,Cain,49,Selhu Square,Zempuije,HI,30576,$975.64,GREEN,03/08/2028
1536,Tillie,Rios,44,Bacibi Parkway,Vogujus,HI,43669,$6425.26,RED,07/30/1970
1537,Lucinda,Reed,45,Icama Avenue,Lukjurka,WA,89340,$2228.89,YELLOW,03/06/2038
1538,Fanny,Welch,40,Sibe View,Detibno,ME,38483,$7777.37,BLUE,07/19/2052
